(HA,2014,24,123.54)
(HA,2008,9,115.44)
(HA,2013,48,119.73)
(HA,2014,25,124.32)
(HA,2013,49,118.61)
(HA,2014,26,124.99)
(HA,2014,27,126.42)
(HA,2008,50,115.5)
(HA,2014,28,125.4)
(HA,2008,51,113.96)
(HA,2014,29,126.85)
(HA,2008,52,114.33)
(HA,2009,30,102.12)
(HA,2009,31,102.77)
(HA,2009,32,103.36)
(HA,2011,1,115.4)
(HA,2009,33,102.88)
(HA,2011,2,111.8)
(HA,2009,34,103.2)
(HA,2009,35,101.64)
(HA,2011,3,111.3)
(HA,2011,4,111.91)
(HA,2009,36,103.32)
(HA,2003,50,96.2)
(HA,2011,5,111.18)
(HA,2009,37,101.1)
(HA,2003,51,99.2)
(HA,2011,6,111.6)
(HA,2009,38,100.56)
(HA,2003,52,96.2)
(HA,2004,30,99.9)
(HA,2011,7,111.37)
(HA,2009,39,103.6)
(HA,2011,8,109.98)
(HA,2004,31,99.16)
(HA,2004,32,100.64)
(HA,2011,9,112.2)
(HA,2004,33,101.2)
(HA,2005,10,104.71)
(HA,2004,34,101.01)
(HA,2005,11,105.82)
(HA,2004,35,101.18)
(HA,2005,12,103.6)
(HA,2004,36,100.98)
(HA,2005,13,104.95)
(HA,2004,37,101.38)
(HA,2005,14,103.7)
(HA,2005,15,102.49)
(HA,2013,50,122.12)
(HA,2004,38,100.63)
(HA,2013,51,120.12)
(HA,2005,16,105.06)
(HA,2004,39,103.2)
(HA,2013,52,119.09)
(HA,2005,17,103.98)
(HA,2005,18,106.14)
(HA,2014,30,125.76)
(HA,2005,19,106.5)
(HA,2014,31,127.02)
(HA,2014,32,126.36)
(HA,2014,33,126.36)
(HA,2015,10,129.85)
(HA,2014,34,127.15)
(HA,2015,11,130.3)
(HA,2015,12,131.12)
(HA,2014,35,126.03)
(HA,2015,13,130.95)
(HA,2007,1,113.37)
(HA,2014,36,125.8)
(HA,2007,2,113.96)
(HA,2015,14,130.05)
(HA,2014,37,124.65)
(HA,2015,15,130.12)
(HA,2007,3,114)
(HA,2014,38,124.34)
(HA,2007,4,114.24)
(HA,2015,16,129.24)
(HA,2014,39,124.8)
(HA,2007,5,114)
(HA,2015,17,130.67)
(HA,2015,18,129.45)
(HA,2007,6,113.22)
(HA,2009,40,103.97)
(HA,2007,7,112.8)
(HA,2010,10,106.68)
(HA,2015,19,129.87)
(HA,2009,41,102.21)
(HA,2007,8,113.04)
(HA,2009,42,101.01)
(HA,2010,11,108.63)
(HA,2009,43,102.5)
(HA,2010,12,107.86)
(HA,2007,9,111)
(HA,2009,44,101.6)
(HA,2010,13,107.92)
(HA,2010,14,106.37)
(HA,2009,45,103.6)
(HA,2010,15,106.78)
(HA,2009,46,101.54)
(HA,2010,16,107.44)
(HA,2009,47,101.63)
(HA,2009,48,103.7)
(HA,2010,17,106.72)
(HA,2004,40,102)
(HA,2010,18,108.36)
(HA,2009,49,103.7)
(HA,2004,41,101.05)
(HA,2010,19,108.3)
(HA,2004,42,101.75)
(HA,2005,20,103.56)
(HA,2004,43,101.05)
(HA,2005,21,104.34)
(HA,2010,1,108.78)
(HA,2004,44,103.7)
(HA,2010,2,108.3)
(HA,2005,22,106.64)
(HA,2004,45,99.96)
(HA,2005,23,104.02)
(HA,2004,46,99.62)
(HA,2010,3,106.93)
(HA,2010,4,106.93)
(HA,2005,24,102.86)
(HA,2004,47,101.05)
(HA,2010,5,106.26)
(HA,2005,25,104.72)
(HA,2004,48,102.12)
(HA,2004,49,101.6)
(HA,2010,6,107.94)
(HA,2005,26,102.12)
(HA,2005,27,105.76)
(HA,2010,7,106.64)
(HA,2010,8,104.71)
(HA,2014,40,125.82)
(HA,2005,28,105.08)
(HA,2014,41,124.7)
(HA,2005,29,103.23)
(HA,2010,9,106.08)
(HA,2014,42,128.39)
(HA,2015,20,128.52)
(HA,2014,43,125.03)
(HA,2015,21,131.15)
(HA,2014,44,125.84)
(HA,2014,45,124.02)
(HA,2015,22,131.56)
(HA,2014,46,125.44)
(HA,2015,23,131.4)
(HA,2014,47,125.65)
(HA,2015,24,130.95)
(HA,2014,48,125.06)
(HA,2015,25,131.48)
(HA,2015,26,133.38)
(HA,2014,49,126.72)
(HA,2015,27,130.72)
(HA,2015,28,131.1)
(HA,2010,20,107.3)
(HA,2015,29,132.57)
(HA,2010,21,110.16)
(HA,2010,22,106.76)
(HA,2010,23,108.93)
(HA,2006,1,109.56)
(HA,2010,24,107.3)
(HA,2006,2,108.78)
(HA,2010,25,105.84)
(HA,2010,26,107.94)
(HA,2006,3,108.36)
(HA,2006,4,109.15)
(HA,2010,27,107.1)
(HA,2004,50,101.38)
(HA,2010,28,106.14)
(HA,2006,5,110.72)
(HA,2004,51,100.64)
(HA,2010,29,106.72)
(HA,2006,6,109.15)
(HA,2004,52,102.86)
(HA,2006,7,108.04)
(HA,2006,8,109.14)
(HA,2005,30,104.87)
(HA,2005,31,103.97)
(HA,2006,9,107.16)
(HA,2005,32,103.98)
(HA,2006,10,110.1)
(HA,2005,33,104.2)
(HA,2006,11,111.07)
(HA,2005,34,105.08)
(HA,2006,12,110.12)
(HA,2005,35,105.08)
(HA,2006,13,108.04)
(HA,2005,36,103.6)
(HA,2006,14,107.86)
(HA,2005,37,103.32)
(HA,2005,38,104.86)
(HA,2014,50,126.36)
(HA,2006,15,108.07)
(HA,2014,51,126.39)
(HA,2006,16,108.04)
(HA,2005,39,105.78)
(HA,2006,17,106.08)
(HA,2014,52,127.11)
(HA,2015,30,133.73)
(HA,2006,18,109.15)
(HA,2015,31,132.44)
(HA,2006,19,109.52)
(HA,2015,32,132.49)
(HA,2015,33,134.3)
(HA,2015,34,131.57)
(HA,2015,35,131.88)
(HA,2015,36,130.95)
(HA,2015,37,134.55)
(HA,2015,38,133.6)
(HA,2015,39,134.8)
(HA,2010,30,107.1)
(HA,2010,31,108.44)
(HA,2010,32,107.1)
(HA,2010,33,108.41)
(HA,2011,10,110.16)
(HA,2010,34,107.1)
(HA,2011,11,111.23)
(HA,2010,35,107.08)
(HA,2011,12,109.38)
(HA,2010,36,106.84)
(HA,2011,13,110.48)
(HA,2011,14,110.04)
(HA,2010,37,106.42)
(HA,2010,38,108.41)
(HA,2011,15,111.37)
(HA,2010,39,107.44)
(HA,2011,16,111.18)
(HA,2011,17,111.3)
(HA,2011,18,110.25)
(HA,2005,40,106.62)
(HA,2005,41,105.74)
(HA,2011,19,110.26)
(HA,2005,42,104.71)
(HA,2005,1,108.04)
(HA,2006,20,108.8)
(HA,2005,43,106.08)
(HA,2006,21,110.18)
(HA,2005,44,106.41)
(HA,2005,2,105.82)
(HA,2005,3,104.71)
(HA,2006,22,110.22)
(HA,2005,45,104.8)
(HA,2005,46,105.28)
(HA,2005,4,105.75)
(HA,2006,23,106.19)
(HA,2006,24,108.12)
(HA,2005,5,103.7)
(HA,2005,47,103.2)
(HA,2005,6,105.07)
(HA,2005,48,106.1)
(HA,2006,25,108.4)
(HA,2005,49,106.13)
(HA,2005,7,103.22)
(HA,2006,26,107)
(HA,2005,8,104.55)
(HA,2006,27,111.39)
(HA,2006,28,107.44)
(HA,2015,40,132)
(HA,2005,9,102.77)
(HA,2015,41,135.29)
(HA,2006,29,108.78)
(HA,2015,42,134.74)
(HA,2015,43,134.4)
(HA,2015,44,135.76)
(HA,2010,40,106.19)
(HA,2010,41,109.71)
(HA,2010,42,107.5)
(HA,2011,20,111.68)
(HA,2010,43,106.93)
(HA,2011,21,111.79)
(HA,2010,44,107.07)
(HA,2011,22,110.72)
(HA,2010,45,107.12)
(HA,2011,23,112.14)
(HA,2011,24,110.88)
