(AS,2014,1,183.94)
(AS,2012,3,151.8)
(AS,2013,2,164.5)
(AS,2011,4,138.29)
(AS,2010,5,127.66)
(AS,2015,1,198.44)
(AS,2011,5,135.08)
(AS,2010,6,124.74)
(AS,2014,2,185.22)
(AS,2013,3,173.02)
(AS,2012,4,150.44)
(AS,2012,5,156.8)
(AS,2011,6,139.32)
(AS,2010,7,122.19)
(AS,2015,2,195.68)
(AS,2013,4,172.14)
(AS,2014,3,178.94)
(AS,2015,3,187.86)
(AS,2012,6,152.84)
(AS,2014,4,181.28)
(AS,2011,7,137.7)
(AS,2013,5,171)
(AS,2010,8,126.01)
(AS,2012,7,153.6)
(AS,2011,8,138.46)
(AS,2013,6,164.93)
(AS,2010,9,123.72)
(AS,2014,5,181.44)
(AS,2015,4,191.52)
(AS,2012,8,148.94)
(AS,2011,9,138.4)
(AS,2013,7,170.89)
(AS,2014,6,181)
(AS,2015,5,191.74)
(AS,2012,9,154.97)
(AS,2015,6,188.79)
(AS,2014,7,176.4)
(AS,2013,8,165.13)
(AS,2015,7,187.35)
(AS,2009,40,112.56)
(AS,2014,8,178.94)
(AS,2013,9,169.98)
(AS,1988,30,53.1)
(AS,1989,20,56.45)
(AS,2008,50,155.31)
(AS,2009,41,113.54)
(AS,2015,8,188.55)
(AS,1988,31,52.8)
(AS,1999,20,95.36)
(AS,1989,21,58)
(AS,1997,40,78.54)
(AS,2008,51,148.78)
(AS,1996,50,83.48)
(AS,2014,9,177.6)
(AS,1998,30,84.95)
(AS,2015,9,193.2)
(AS,2009,42,112.2)
(AS,1996,51,84)
(AS,1997,41,80.92)
(AS,1989,22,56.1)
(AS,1999,21,94.7)
(AS,1988,32,53)
(AS,1998,31,85.68)
(AS,2008,52,154.86)
(AS,1988,33,51.75)
(AS,1999,22,95.46)
(AS,1989,23,54.64)
(AS,1998,32,87.32)
(AS,1997,42,83.95)
(AS,2009,43,112.15)
(AS,1996,52,83.82)
(AS,1989,24,57)
(AS,1999,23,94.94)
(AS,1988,34,52.2)
(AS,1998,33,86.4)
(AS,1997,43,80.62)
(AS,2009,44,115.2)
(AS,2007,10,129.69)
(AS,1999,24,95.82)
(AS,2003,50,85.05)
(AS,1989,25,59)
(AS,2006,20,119)
(AS,1998,34,86.11)
(AS,2005,30,103.28)
(AS,1988,35,53.28)
(AS,1997,44,80.52)
(AS,2004,40,96.78)
(AS,2009,45,116.84)
(AS,2003,51,88.8)
(AS,2013,50,168.8)
(AS,1995,10,81.24)
(AS,1991,50,61.12)
(AS,1999,25,94.96)
(AS,1988,36,52.85)
(AS,2014,40,174.96)
(AS,1998,35,81.84)
(AS,2005,31,104.28)
(AS,1993,30,64.22)
(AS,2015,30,189.72)
(AS,2009,46,117.71)
(AS,2007,11,130.5)
(AS,2004,41,95.56)
(AS,1994,20,66)
(AS,2006,21,119.18)
(AS,1989,26,57.5)
(AS,1997,45,84.8)
(AS,1992,40,61.8)
(AS,1995,11,84.72)
(AS,2006,22,119.17)
(AS,2013,51,168.51)
(AS,1994,21,66.24)
(AS,2015,31,189.52)
(AS,2009,47,116.85)
(AS,1992,41,61.78)
(AS,1997,46,83.7)
(AS,1998,36,83.22)
(AS,1999,26,95.7)
(AS,1988,37,55.5)
(AS,2003,52,86.36)
(AS,1991,51,61.88)
(AS,1993,31,66.15)
(AS,1989,27,57.5)
(AS,2005,32,104.37)
(AS,2007,12,129.56)
(AS,2014,41,175.53)
(AS,2004,42,98.75)
(AS,2015,32,185)
(AS,2004,43,96.82)
(AS,2007,13,127.33)
(AS,1992,42,62.3)
(AS,1989,28,56)
(AS,1998,37,84.68)
(AS,2014,42,172.5)
(AS,1988,38,54)
(AS,1997,47,81.34)
(AS,2013,52,179.01)
(AS,1994,22,66.61)
(AS,1999,27,96.88)
(AS,1993,32,64.77)
(AS,2009,48,115)
(AS,1995,12,82.72)
(AS,2006,23,116.8)
(AS,1991,52,61.75)
(AS,2005,33,107.07)
(AS,2009,49,113.14)
(AS,2004,44,98.49)
(AS,1997,48,83.07)
(AS,2014,43,175.84)
